학수번호,건물,강의실,시간,교과목,종류
0002792001,13,207,"월(5B-6),금(5B-6)",현대사회와행정,행정학과
0007801026,13,207,수(7),자기설계세미나II,행정학과
0010859001,13,207,"월(2B-3),목(2B-3)",글로벌커뮤니케이션,행정학과
0006748001,13,204,월(7-8A)(8B-9),공직적성론,행정학과
CFB6008001,13,207,금(2B-3)(4-5A),재무행정론,행정학과
CFB6009001,13,207,"화(5B-6),목(5B-6)",조사방법론,행정학과
CC06066001,13,206,목(7-8A)(8B-9),행정법,행정학과
CFB6011001,13,204,"월(5B-6),수(5B-6)",행정관리론,행정학과
CFB6060001,13,204,"화(4-5A),수(4-5A)",리더십론,행정학과
CFB6066001,13,101,"월(8B-9),화(8B-9)",시민사회론,행정학과
CFB6070001,13,204,금(5B-6)(7-8A),재정학,행정학과
CFB6027001,13,204,"화(5B-6),목(5B-6)",도시행정론,행정학과
CFB6036001,13,204,"화(2B-3),수(2B-3)",행정철학,행정학과
CFB6058001,13,204,월(2B-3)(4-5A),행정학특강(1),행정학과
CFB6071001,13,204,"화(7-8A),목(7-8A)",정부규제론,행정학과
0009405001,13,204,"수(7-8A),목(4-5A)",글로벌거버넌스,행정학과
0010862001,13,207,수(야1-2A)(야2B-3),형사법,행정학과
0009062002,,,,RISE,정치외교학과
0007801004,13,207,화(9),자기설계세미나II,정치외교학과
0010463001,13,107,월(7-8A)(8B-9),정치사상1,정치외교학과
CFC6085001,13,207,"화(7-8A),수(5B-6)",국제관계이론,정치외교학과
CFC6045001,13,104,화(2B-3)수(2B-3),정치학연구방법론,정치외교학과
CFC6050001,13,104,"화(8B-9),목(8B-9)",한국정치론,정치외교학과
CFC6092001,13,104,"화(7-8A),수(7-8A)",미국정치론,정치외교학과
CFC6106001,13,207,"화(1-2A),목(1-2A)",현대유럽정치의이해,정치외교학과
0005911001,13,104,목(7-8A)화(7-8A),아시아비교정부론,정치외교학과
0010468001,13,207,"화(2B-3),목(4-5A)",정치사회운동론,정치외교학과
CFC6107001,13,104,"화(1-2A),수(1-2A)",한국의외교,정치외교학과
CFC6040001,13,104,"화(5B-6),목(5B-6)",정치사회학,정치외교학과
CFC6102001,13,104,"수(2B-3),목(2B-3)",정치제도론,정치외교학과
0006154050,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),경제학과
KB01002002,14,114,월(1-2A)(2B-3),경제학원리(2),경제학과
KB01002003,14,114,수(1-2A)(2B-3),경제학원리(2),경제학과
KBA6008001,14,114,"월(4-5A),화(4-5A)",경제수학,경제학과
KBA6008002,14,114,"월(5B-6),화(5B-6)",경제수학,경제학과
0010871001,4,104,"월(7-8A),화(7-8A)",경제통계실습,경제학과
0010871002,4,105,"월(1-2A),화(1-2A)",경제통계실습,경제학과
0010871003,4,105,"월(2B-3),화(2B-3)",경제통계실습,경제학과
KBA6001001,14,105,목(2B-3)수(2B-3),거시경제학,경제학과
KBA6001002,14,115,"수(5B-6),목(5B-6)",거시경제학,경제학과
0010873001,14,312,목(5B-6)(7-8A),시사경제2,경제학과
KBA6033001,14,105,"월(8B-9),화(8B-9)",산업조직론,경제학과
KBA6041001,14,312,"화(4-5A),수(4-5A)",재정학,경제학과
KBA6092001,14,105,"수(7-8A),목(7-8A)",사회경제학,경제학과
KBA6092002,14,105,"수(8B-9),목(8B-9)",사회경제학,경제학과
0010869001,14,312,"월(1-2A),화(1-2A)",불평등경제학,경제학과
KBA6007001,14,312,월(4-5A)(5B-6),경제사상사,경제학과
KBA6069001,14,312,"화(8B-9),목(8B-9)",미시경제학특강,경제학과
KBA6074001,4,105,"월(7-8A),화(7-8A)",응용계량경제학,경제학과
KBA6078001,14,105,"화(5B-6),목(5B-6)",자원환경경제학,경제학과
0010876001,14,114,"수(4-5A),목(4-5A)",사회경제학세미나,경제학과
KBA6043001,14,312,"화(5B-6),수(5B-6)",한국경제론,경제학과
KBA6068001,14,312,"월(2B-3),목(2B-3)",법경제학,경제학과
KBA6096001,14,312,수(7-8A)(8B-9),지역경제론,경제학과
KBA6001003,14,312,수(야1)(야2)(야3),거시경제학,경제학과(야)
0010873002,14,312,목(야1)(야2)(야3),시사경제2,경제학과(야)
KBA6041002,14,312,화(야1)(야2)(야3),재정학,경제학과(야)
0010875001,14,105,수(야1B)(야2B)(야3B),국제경제세미나,경제학과(야)
KBA6068002,14,312,월(야1)(야2)(야3),법경제학,경제학과(야)
KBA6096002,14,105,화(야1)(야2)(야3),지역경제론,경제학과(야)
0006154020,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),무역학부
0006154021,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),무역학부
0009062038,,,,RISE,무역학부
0010884001,14,114,목(야1)(야2)(야3),국제무역의이해,무역학부
KB01002004,14,114,"수(5B-6),목(7-8A)",경제학원리(2),무역학부
KB01002005,14,115,"월(2B-3),수(2B-3)",경제학원리(2),무역학부
KB01002006,29,403,화(5B-6)(7-8A),경제학원리(2),무역학부
0010885001,29,203,"월(4-5A),수(5B-6)",비즈니스데이터사이언스의이해,무역학부
0010885002,29,203,"월(2B-3),수(4-5A)",비즈니스데이터사이언스의이해,무역학부
0010885003,29,203,"월(5B-6),수(7-8A)",비즈니스데이터사이언스의이해,무역학부
0001254001,14,309,"화(5B-6),목(5B-6)",통계학,무역학부
0001254002,14,209,화(5B-6)수(7-8A),통계학,무역학부
0001254003,14,309,"월(7-8A),화(8B-9)",통계학,무역학부
0010470001,14,114,"월(8B-9),수(8B-9)",투어리즘개론,무역학부
0010470002,14,105,"월(2B-3),수(2B-3)",투어리즘개론,무역학부
KBB6035001,14,115,"월(4-5A),수(4-5A)",국제통상법,무역학부
KBB6035002,14,105,"월(5B-6),수(5B-6)",국제통상법,무역학부
0001258001,14,309,"화(7-8A),목(4-5A)",조사방법론,무역학부
KBB6059001,14,209,"월(2B-3),화(7-8A)",해외지역연구,무역학부
KBB6059002,14,114,"월(7-8A),목(2B-3)",해외지역연구,무역학부
0001267001,14,114,금(7-8A)(8B-9),국제물류관리론,무역학부
0004200001,14,209,"월(4-5A),목(7-8A)",지리경제학,무역학부
0004200002,14,114,"화(2B-3),목(5B-6)",지리경제학,무역학부
0010471001,14,209,"월(5B-6),화(2B-3)",국제관광론,무역학부
0010879001,14,114,"화(8B-9),수(7-8A)",유럽경제론,무역학부
0010886001,14,115,"화(8B-9),수(8B-9)",글로벌문화콘텐츠시장의이해,무역학부
KBB6006001,14,115,"화(5B-6),목(2B-3)",국제마케팅,무역학부
KBB6060001,14,209,"수(5B-6),목(5B-6)",무역결제론,무역학부
0003462001,29,403,월(4-5A)(5B-6),e-biz창업실무,무역학부
0003462002,29,403,월(7-8A)(8B-9),e-biz창업실무,무역학부
0010889001,14,209,"수(2B-3),목(2B-3)",무역정책세미나,무역학부
0010890001,14,114,화(7-8A)수(5B-6),글로벌비즈니스캡스톤디자인2,무역학부
0010890002,14,309,"수(1-2A),목(1-2A)",글로벌비즈니스캡스톤디자인2,무역학부
KB01002007,29,403,화(야1)(야2)(야3),경제학원리(2),무역학부(야)
0001254004,14,309,월(야1)(야2)(야3),통계학,무역학부(야)
KBB6035003,14,115,목(야1)(야2)(야3),국제통상법,무역학부(야)
0001267002,14,114,금(야1)(야2)(야3),국제물류관리론,무역학부(야)
0001271001,14,209,월(야1)(야2)(야3),금융상품론,무역학부(야)
0010886002,14,115,수(야1)(야2)(야3),글로벌문화콘텐츠시장의이해,무역학부(야)
0010888001,14,209,화(야1)(야2)(야3),무역전시산업론,무역학부(야)
0003462003,14,114,월(야2)(야3)(야4),e-biz창업실무,무역학부(야)
0010890003,14,115,화(야1)(야2)(야3),글로벌비즈니스캡스톤디자인2,무역학부(야)
KBB6038001,14,114,수(야1)(야2)(야3),국제협상론,무역학부(야)
0006154022,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),소비자학과
0006154023,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),소비자학과
0006154024,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),소비자학과
0006154062,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),소비자학과
0009062011,,,,RISE,소비자학과
0009418001,5,524,금(1)(2)(3),소비자유통,소비자학과
BLC6074001,5,524,"월(1-2A),화(1-2A)",가계경제,소비자학과
0006778001,5,425,금(7)(8)(9),소비윤리,소비자학과
0009426001,5,425,"수(4-5A),목(5B-6)",소비자유형분석,소비자학과
BLC6058001,5,425,"화(7-8A),목(2B-3)",소비자교육,소비자학과
BLC6028001,5,524,"수(1-2A),목(1-2A)",소비자상담,소비자학과
BLC6052001,5,425,"월(5B-6),수(5B-6)",가계저축과투자,소비자학과
0006684001,5,425,금(4)(5)(6),소비자심리,소비자학과
0006764001,5,425,"수(8B-9),목(4-5A)",보험설계,소비자학과
0009427001,5,425,"수(7-8A),목(7-8A)",서비스시장분석,소비자학과
0007947001,5,524,"월(2B-3),화(2B-3)",금융소비자론,소비자학과
0006721001,5,425,"화(5B-6),수(2B-3)",고객관리,소비자학과
0009431001,5,425,"월(8B-9),화(8B-9)",은퇴및상속설계,소비자학과
0006154007,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),기계공학과
0006154008,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),기계공학과
0006154058,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),기계공학과
0009062049,,,,RISE,기계공학과
0000102001,8,386,월(2)(3)(4),물리(2),기계공학과
0000102002,8,482,월(7-8A)(8B-9),물리(2),기계공학과
0000102003,8,386,월(7-8A)(8B-9),물리(2),기계공학과
0000102004,9,226,월(7-8A)(8B-9),물리(2),기계공학과
0000103001,5,109,화(2)(3),물리실험(2),기계공학과
0000103002,5,112,화(2)(3),물리실험(2),기계공학과
0000103003,5,114,화(2)(3),물리실험(2),기계공학과
0000103004,5,115,화(2)(3),물리실험(2),기계공학과
0000103005,5,109,화(7)(8),물리실험(2),기계공학과
0000103006,5,112,화(7)(8),물리실험(2),기계공학과
0000103007,5,115,화(7)(8),물리실험(2),기계공학과
XAA1359035,8,101,"월(5),화(4)(5)",대학수학(2),기계공학과
XAA1359036,8,101,"화(6)(7),수(5)",대학수학(2),기계공학과
XAA1359037,8,482,"화(2B-3),목(5B-6)",대학수학(2),기계공학과
XAA1359038,8,482,"화(8B-9),금(2B-3)",대학수학(2),기계공학과
0007883001,8,268,수(1)(2)(3)(4),전산기계제도,기계공학과
0007883002,8,268,수(6)(7)(8)(9),전산기계제도,기계공학과
0007883003,8,268,월(1)(2)(3)(4),전산기계제도,기계공학과
0007883004,8,268,월(6)(7)(8)(9),전산기계제도,기계공학과
0010895001,8,268,목(4)(5)(6),기계응용프로그래밍,기계공학과
0010895002,8,268,목(7)(8)(9),기계응용프로그래밍,기계공학과
0010895003,8,268,금(1)(2)(3),기계응용프로그래밍,기계공학과
0010895004,8,268,금(5)(6)(7),기계응용프로그래밍,기계공학과
0008479001,8,101,"월(1-2A),금(5B-6)",공학수학 2,기계공학과
0008479002,8,101,"월(2B-3),수(1-2A)",공학수학 2,기계공학과
0008479003,8,272,"월(1-2A),금(5B-6)",공학수학 2,기계공학과
0008479004,8,272,"월(2B-3),수(1-2A)",공학수학 2,기계공학과
0001844001,8,386,화(7-8A)목(7-8A),동역학,기계공학과
0001844002,8,386,화(8B-9)목(8B-9),동역학,기계공학과
0001844003,8,482,화(6)(7)토(3),동역학,기계공학과
0001844004,8,272,목(7)(8)토(4),동역학,기계공학과
EA06057001,8,272,"월(7-8A),수(8B-9)",유체역학(1),기계공학과
EA06057002,8,272,"월(8B-9),수(7-8A)",유체역학(1),기계공학과
EA06057003,8,386,"화(1-2A),수(7-8A)",유체역학(1),기계공학과
EA06057004,8,386,"화(2B-3),수(8B-9)",유체역학(1),기계공학과
0001837001,8,515,월(7)(8)(9),고체역학(2),기계공학과
0001837002,8,272,수(5)(6)목(6),고체역학(2),기계공학과
0001837003,8,386,"화(4),목(2)(3)",고체역학(2),기계공학과
0001837004,8,386,"월(5)(6),목(4)",고체역학(2),기계공학과
0003413001,28,102,"수(5)(6),목(6)",제어공학,기계공학과
0003413002,28,102,"목(5),금(2)(3)",제어공학,기계공학과
0006666001,8,272,화(1)(2)금(2)(3),캡스톤디자인1,기계공학과
0006666002,8,101,금(2)(3)화(3)(4),캡스톤디자인1,기계공학과
0006666003,8,268,화(3)(4)금(2)(3),캡스톤디자인1,기계공학과
0006666004,8,101,화(1)(2)금(2)(3),캡스톤디자인1,기계공학과
0006666005,8,272,화(3)(4)금(4)(5),캡스톤디자인1,기계공학과
0006666006,8,268,화(1)(2)금(4)(5),캡스톤디자인1,기계공학과
0006666007,9,226,"화(1)(2),금(2)(3)",캡스톤디자인1,기계공학과
0001831001,8,272,화(7-8A)수(7-8A),기계요소설계,기계공학과
0001831002,8,272,화(8B-9)수(8B-9),기계요소설계,기계공학과
0001831003,8,272,화(5)(6)토(7),기계요소설계,기계공학과
0001831004,8,101,목(2)(3)토(8),기계요소설계,기계공학과
0001840001,8,482,목(7)(8)(9),공업열역학(2),기계공학과
0001840002,8,386,금(6)(7)(8),공업열역학(2),기계공학과
0001853001,8,268,토(1)월(5)(6),열전달,기계공학과
0001853002,8,268,토(2)목(5)(6),열전달,기계공학과
0001853003,8,515,월(5)(6)토(1),열전달,기계공학과
0001853004,8,101,목(5)(6)토(2),열전달,기계공학과
0008729001,8,268,화(7)(8)(9),시퀀스제어,기계공학과
0008729002,8,268,목(1)(2)(3),시퀀스제어,기계공학과
0009981001,8,386,화(5)(6)토(5),첨단정밀가공,기계공학과
0009981002,8,101,목(7)(8)토(6),첨단정밀가공,기계공학과
0010896001,27,B10,금(6)(7)(8)(9),기계공학연구,기계공학과
0010896002,27,B10,월(1)(2)(3)(4),기계공학연구,기계공학과
0010896003,27,B10,수(1)(2)(3)(4),기계공학연구,기계공학과
0010896004,9,117,수(1)(2)(3)(4),기계공학연구,기계공학과
0010896005,9,117,월(1)(2)(3)(4),기계공학연구,기계공학과
0010896006,9,117,금(6)(7)(8)(9),기계공학연구,기계공학과
0010896007,9,117,목(1)(2)(3)(4),기계공학연구,기계공학과
EPA6116001,8,386,수(2)(3)(4),유체기계설계,기계공학과
EPA6116002,8,482,수(5B-6)월(2B-3),유체기계설계,기계공학과
EPA6117001,8,101,월(7)(8)(9),동력기관설계,기계공학과
EPA6117002,8,101,수(7)(8)(9),동력기관설계,기계공학과
0009436001,8,386,수(5)(6)화(6),재료 가공과 거동,기계공학과
EA06054001,8,482,"월(2B-3),수(2B-3)",유압공학,기계공학과
EC06139001,8,101,월(6)목(7)(8),신호처리,기계공학과
0001866001,8,482,월(야1)(야2)(야3),유압공학,기계공학과(야)
0009436002,8,386,수(야1)(야2)(야3),재료 가공과 거동,기계공학과(야)
EC06139002,8,386,목(야1)(야2)(야3),신호처리,기계공학과(야)
0006154015,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),전기공학과
0006154053,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),전기공학과
0006154054,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),전기공학과
0009062003,,,,RISE,전기공학과
0002607001,5,112,월(5)(6),물리실험,전기공학과
0002607002,5,114,월(5)(6),물리실험,전기공학과
0002607003,5,114,수(2)(3),물리실험,전기공학과
0002607004,5,115,수(2)(3),물리실험,전기공학과
EM06006001,8,416,월(1-2A)(2B-3),물리,전기공학과
EM06006002,8,515,화(1-2A)(2B-3),물리,전기공학과
XAA1359003,8,416,목(6)(7)(8),대학수학(2),전기공학과
XAA1359004,8,438,목(6)(7)(8),대학수학(2),전기공학과
EJ06110001,8,438,"월(7-8A),목(1-2A)",전기공학개론,전기공학과
EJ06110002,8,322,"화(4-5A),금(4-5A)",전기공학개론,전기공학과
0006622001,8,322,"월(4-5A),목(2B-3)",공학수학(2),전기공학과
0006622002,8,438,"월(8B-9),금(4-5A)",공학수학(2),전기공학과
EK06057001,8,224,금(2)(3),전기실험(1),전기공학과
EK06057002,8,224,화(1)(2),전기실험(1),전기공학과
EK06057003,8,224,화(3)(4),전기실험(1),전기공학과
EK06057004,8,224,화(7)(8),전기실험(1),전기공학과
EPB6007001,8,322,목(4-5A)(5B-6),전자기학(2),전기공학과
EPB6007002,28,102,목(7-8A)(8B-9),전자기학(2),전기공학과
EPB6008001,8,438,수(1-2A)(2B-3),회로이론(2),전기공학과
EPB6008002,8,438,수(5B-6)(7-8A),회로이론(2),전기공학과
0004412001,8,322,"화(5B-6),수(4-5A)",신재생에너지개론,전기공학과
0006716001,8,438,금(7-8A)(8B-9),전기에너지변환공학,전기공학과
0010900001,8,213,"목(1-2A),금(5B-6)",모빌리티임베디드시스템,전기공학과
EPB6072001,8,322,월(2B-3)수(8B-9),전자공학,전기공학과
0003178001,8,438,"화(2B-3),수(4-5A)",시스템제어,전기공학과
0003178002,8,438,"화(4-5A),목(2B-3)",시스템제어,전기공학과
0006692001,8,322,"월(1-2A),수(2B-3)",전기기기(2),전기공학과
0006692002,8,322,수(1-2A)월(2B-3),전기기기(2),전기공학과
EK06025001,8,322,목(1-2A)월(4-5A),송배전공학,전기공학과
EK06025002,8,438,"화(1-2A),금(5B-6)",송배전공학,전기공학과
0006687001,8,211,목(6)(7)(8)(9),캡스톤설계(1),전기공학과
0006687002,8,224,목(6)(7)(8)(9),캡스톤설계(1),전기공학과
0006687003,8,213,목(6)(7)(8)(9),캡스톤설계(1),전기공학과
0006708001,8,322,수(7-8A)화(5B-6),전력용반도체공학,전기공학과
0009459001,8,322,수(5B-6)목(4-5A),전력변환응용,전기공학과
0010901001,8,213,"월(7)(8),금(2)(3)",FPGA및능동소자설계,전기공학과
EPB6037001,8,322,"수(8B-9),금(7-8A)",디지털신호처리,전기공학과
0003423001,8,416,"월(4-5A),목(2B-3)",센서공학,전기공학과
0004413001,8,416,"화(7-8A),수(1-2A)",스마트그리드,전기공학과
0010902001,8,322,목(7-8A)(8B-9),반도체에너지나노공학,전기공학과
EPB6030001,8,416,월(7-8A)(8B-9),전력계통공학,전기공학과
EPB6036001,8,416,"수(2B-3),금(4-5A)",디지털제어,전기공학과
EPC6060001,8,321,목(7-8A)월(5B-6),확률변수론,전자공학과
EPC6060002,8,321,화(2B-3)수(5B-6),확률변수론,전자공학과
EPC6060003,8,433,"화(4-5A),수(7-8A)",확률변수론,전자공학과
EPC6060004,8,433,"월(7-8A),화(5B-6)",확률변수론,전자공학과
EPC6003001,8,316,화(2)(3),기초회로실험,전자공학과
EPC6003002,8,316,화(야1)(야2),기초회로실험,전자공학과
EPC6003003,8,316,목(3)(4),기초회로실험,전자공학과
EPC6003004,8,316,금(2)(3),기초회로실험,전자공학과
EPC6003005,8,316,금(5)(6),기초회로실험,전자공학과
EPC6041001,8,223,월(2),전자장,전자공학과
EPC6041002,8,321,"월(5),수(7)(8)",전자장,전자공학과
EPC6041003,8,223,목(1)(2)월(9),전자장,전자공학과
EPC6041004,8,321,월(6)목(5)(6),전자장,전자공학과
EPC6048001,8,518,"화(4-5A),수(4-5A)",물리전자,전자공학과
EPC6048002,8,433,"수(2B-3),목(7-8A)",물리전자,전자공학과
EPC6048003,8,433,"수(5B-6),목(5B-6)",물리전자,전자공학과
EPC6049001,8,223,"화(6),금(2)(3)",회로망이론,전자공학과
EPC6049002,8,223,"화(7),금(5)(6)",회로망이론,전자공학과
EPC6049003,8,321,"월(7-8A),화(7-8A)",회로망이론,전자공학과
EPC6049004,8,321,"월(8B-9),화(8B-9)",회로망이론,전자공학과
IAC3001001,8,326,"수(8B-9),목(8B-9)",데이터구조및알고리즘,전자공학과
0007918001,8,326,금(1)(2),IoT응용실험,전자공학과
0007918002,8,326,금(6)(7),IoT응용실험,전자공학과
0007918003,8,326,금(3)(4),IoT응용실험,전자공학과
0007918004,8,326,금(8)(9),IoT응용실험,전자공학과
0007918005,8,326,금(야1)(야2),IoT응용실험,전자공학과
EPC6052001,8,321,"수(6),목(2)(3)",전자회로설계,전자공학과
EPC6052002,8,321,"수(5),목(5)(6)",전자회로설계,전자공학과
EPC6052003,8,321,"화(5)(6),수(9)",전자회로설계,전자공학과
EPC6052004,8,321,"화(야1)(야2),수(야1)",전자회로설계,전자공학과
0005947001,8,419,"월(2B-3),화(2B-3)",반도체 공정 기초,전자공학과
0005947002,8,419,"화(8B-9),목(7-8A)",반도체 공정 기초,전자공학과
0008865001,8,325,"월(5B-6),수(7-8A)",딥러닝,전자공학과
0008865002,8,325,"월(2B-3),수(8B-9)",딥러닝,전자공학과
EPC6023001,8,419,"월(7-8A),목(5B-6)",마이크로파공학,전자공학과
EPC6023002,8,419,"월(5B-6),목(2B-3)",마이크로파공학,전자공학과
EPC6054001,8,419,화(7-8A)목(8B-9),디지털통신,전자공학과
EPC6056001,8,518,"수(2B-3),금(5B-6)",디지털신호처리,전자공학과
EPC6056002,8,518,"수(7-8A),금(2B-3)",디지털신호처리,전자공학과
0009790001,8,223,"수(9),목(6)(7)",캡스턴디자인2,전자공학과
0010080001,8,325,"수(1-2A),목(2B-3)",빅데이터공학,전자공학과
0010080002,8,325,"수(2B-3),목(1-2A)",빅데이터공학,전자공학과
0010905001,8,419,"수(7-8A),목(8B-9)",유연전자소자,전자공학과
EPC6057001,8,223,"수(7)(8),목(8)",제어시스템설계,전자공학과
0006154018,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),전자공학부
0006154019,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),전자공학부
0006154025,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),전자공학부
0006154026,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),전자공학부
0006154057,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),전자공학부
0006154061,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),전자공학부
0009062009,,,,RISE,전자공학부
0000102005,8,433,화(7-8A)(8B-9),물리(2),전자공학부
0000102006,8,515,화(7-8A)(8B-9),물리(2),전자공학부
0000102007,8,518,화(7-8A)(8B-9),물리(2),전자공학부
XAA1359020,8,433,목(2)(3)(4),대학수학(2),전자공학부
XAA1359021,8,518,목(2)(3)(4),대학수학(2),전자공학부
XAA1359022,28,102,목(2)(3)(4),대학수학(2),전자공학부
EPC6047001,8,518,"화(2B-3),목(5B-6)",디지털논리설계,전자공학부
EPC6047002,8,518,"화(5B-6),목(7-8A)",디지털논리설계,전자공학부
EPC6047003,8,518,"월(7-8A),수(5B-6)",디지털논리설계,전자공학부
EPC6047004,8,518,"월(야1-2A),수(야1-2A)",디지털논리설계,전자공학부
EP01004001,8,326,"월(8B-9),수(7-8A)",컴퓨터프로그래밍,전자공학부
EP01004002,8,326,"월(5B-6),수(5B-6)",컴퓨터프로그래밍,전자공학부
